AA,FF,100-120,bulk_100-120,hexagons,pentagons,tetragons,hexagons_norm,pentagons_norm,tetragons_norm,avg_Hbonds,prob_0Hbonds,prob_less2Hbonds,prob_less3Hbonds,40-50,50-60,60-70,70-80,80-90,90-100,100-110,110-120,120-130,130-140,140-150,150-160,160-170,170-180,45-55,55-65,65-75,75-85,85-95,95-105,105-115,115-125,125-135,135-145,145-155,155-165,165-175,PC1,PC2,PC3,bulk_40-50,bulk_45-55,bulk_50-60,bulk_55-65,bulk_60-70,bulk_65-75,bulk_70-80,bulk_75-85,bulk_80-90,bulk_85-95,bulk_90-100,bulk_95-105,bulk_100-110,bulk_105-115,bulk_110-120,bulk_115-125,bulk_120-130,bulk_125-135,bulk_130-140,bulk_135-145,bulk_140-150,bulk_145-155,bulk_150-160,bulk_155-165,bulk_160-170,bulk_165-175,bulk_170-180,coulomb_pot,lj_pot,total_pot,n_waters
PRO,a03ws,0.242844,0.2367255,0.2955555555555555,0.3861111111111111,0.4277777777777777,0.0179245283018867,0.0234164420485175,0.025943396226415,1.4505555555555556,0.05,0.5272222222222223,0.9727777777777776,0.0025286,0.0139498,0.0122416,0.0181928,0.0235066,0.02655,0.0260789999999999,0.0224897999999999,0.0177698,0.0136838,0.0103144,0.0071097,0.0042,0.0013839999999999,0.0101839,0.0118004999999999,0.0149418,0.0211744,0.0253557,0.02684,0.024598,0.0199869999999999,0.015695,0.0119455,0.0086181,0.0057179,0.0027705,-5.297526700133319,2.817115626013136,0.9609783444080544,0.0027343,0.0105242,0.014485,0.0127886,0.0133904,0.0158395,0.0184177,0.0209559,0.0232853,0.0250806,0.0258812,0.0259577,0.0253747,0.0239203,0.0219704,0.0199247,0.0176405,0.0154183,0.0135657,0.0117954,0.0101948,0.008655,0.0071646999999999,0.0058008999999999,0.0043887,0.0029224,0.0015065,-40.08870244639693,-55.14345193405973,-95.23215438045666,23.45
PRO,a99SBdisp,0.242071,0.234416,0.2915047196002221,0.3786785119378123,0.4608550805108273,0.017348489855264,0.0225365144405525,0.0274271363426078,1.765130483064964,0.0066629650194336,0.2765130483064963,0.951693503609106,0.0016686,0.0134359,0.0130077,0.0188039,0.0237652,0.0263385,0.0261306,0.0222836,0.0177838,0.0138132,0.0103476,0.0070815,0.0041551,0.0013847,0.0086774,0.0123266,0.0156863,0.0216000999999999,0.0254287,0.0267082,0.0243227,0.0200825,0.0156620999999999,0.012047,0.0087834,0.0055799,0.002772,-3.9741219401462766,1.983975529958614,-0.8270291980094977,0.0018614999999999,0.0093677,0.014535,0.0137971,0.0144199999999999,0.016651,0.0190805,0.0213115,0.0233959,0.0245857,0.0252869,0.02558,0.0251108,0.0237865999999999,0.0217724,0.0197613,0.0175426,0.0152404,0.0133961,0.0118277,0.0103702999999999,0.0088792,0.0073871,0.0058798,0.0043775,0.0029373,0.0014636,-65.005738498664,-54.308400581601,-119.314139080265,23.95
PRO,C36m,0.1975529999999999,0.200062,0.1369726054789042,0.2147570485902819,0.2885422915416916,0.0090944092616932,0.0142589716015453,0.0191580037439757,1.8034393121375725,0.0163967206558688,0.2813437312537492,0.9002199560087982,0.0029154,0.0195192,0.0182186,0.0202138,0.0214664,0.0219358,0.0208357,0.0186749,0.0163304999999999,0.0139505,0.0113642,0.00814,0.0048135,0.0016213,0.0126095,0.0187715,0.019086,0.0210232,0.0217648,0.0216284,0.0198146,0.0174281999999999,0.0152635,0.012694,0.0097837,0.0064545,0.0032376999999999,14.502120593010286,-8.196528062788547,4.635622390804127,0.0029515,0.0123992,0.0190761,0.0185166,0.0181973,0.0191407,0.0200564999999999,0.0207933,0.0213812,0.0216317,0.0216903,0.0215216,0.0209759,0.0200738,0.0190364999999999,0.0179993,0.016765,0.0152982999999999,0.0139194,0.0125723,0.0110926,0.0096379,0.0082022,0.0066451,0.0050355,0.0033277,0.0016199,-51.482676300540334,-46.30445620426043,-97.78713250480077,22.63
CYS,a03ws,0.2404875,0.2367255,0.3327777777777778,0.4066666666666667,0.4633333333333333,0.0191802753762407,0.0234390009606147,0.0267050912584053,2.5866666666666664,0.0016666666666666,0.0683333333333333,0.4044444444444444,0.0026069,0.0143631,0.012806,0.0181175999999999,0.0234041,0.0261129,0.0256921,0.0224054,0.0178084,0.0137189,0.0102793,0.0071108,0.0041883,0.0013863,0.0103424,0.0125494,0.0151976,0.0210303,0.0250098,0.0262789,0.0243308,0.0201765,0.0158093,0.0118575,0.0086453,0.0056726,0.0027177,-4.040353874360111,1.5301150988919092,1.1351060840386078,0.0027343,0.0105242,0.014485,0.0127886,0.0133904,0.0158395,0.0184177,0.0209559,0.0232853,0.0250806,0.0258812,0.0259577,0.0253747,0.0239203,0.0219704,0.0199247,0.0176405,0.0154183,0.0135657,0.0117954,0.0101948,0.008655,0.0071646999999999,0.0058008999999999,0.0043887,0.0029224,0.0015065,-88.57366256801878,-44.2608517348264,-132.83451430284515,22.11
CYS,a99SBdisp,0.2401565,0.234416,0.3009439200444198,0.4025541365907829,0.4358689616879511,0.0172167339029891,0.0230297639846256,0.0249356754868015,2.4325374791782344,0.0022209883398112,0.0988339811215991,0.4963908939478068,0.0016596999999999,0.0137088,0.0133454,0.0186,0.0235872,0.0265569,0.025723,0.0223083,0.0178915,0.0138104,0.0103163,0.0070151,0.0041256,0.0013518999999999,0.0088747,0.0125846,0.015908,0.0211674,0.0254865999999999,0.0265434,0.0241989,0.0201288999999999,0.0158747,0.0120356,0.0086407,0.0055061,0.0026832,-3.590634141642851,1.5303593228336698,-0.6860499281801137,0.0018614999999999,0.0093677,0.014535,0.0137971,0.0144199999999999,0.016651,0.0190805,0.0213115,0.0233959,0.0245857,0.0252869,0.02558,0.0251108,0.0237865999999999,0.0217724,0.0197613,0.0175426,0.0152404,0.0133961,0.0118277,0.0103702999999999,0.0088792,0.0073871,0.0058798,0.0043775,0.0029373,0.0014636,-87.25797228557524,-44.73559974557328,-131.99357203114852,21.94
CYS,C36m,0.199792,0.200062,0.1639672065586882,0.2599480103979204,0.3375324935012997,0.0102304342944119,0.0162189811984579,0.0210597232792284,2.58008398320336,0.0051989602079584,0.0767846430713857,0.4219156168766246,0.0029973,0.0194354,0.0182298,0.0200234,0.0213801,0.0216308,0.0208532,0.0191052,0.0167975,0.0141543,0.0112049,0.0078408,0.0047337,0.0016137,0.0126986,0.0186321,0.0191667999999999,0.0207659,0.0216806,0.0214071,0.0200168999999999,0.0179497,0.0155121,0.012739,0.0095313,0.0062818,0.0031720999999999,13.765726245832637,-8.884983141349304,4.629485196993598,0.0029515,0.0123992,0.0190761,0.0185166,0.0181973,0.0191407,0.0200564999999999,0.0207933,0.0213812,0.0216317,0.0216903,0.0215216,0.0209759,0.0200738,0.0190364999999999,0.0179993,0.016765,0.0152982999999999,0.0139194,0.0125723,0.0110926,0.0096379,0.0082022,0.0066451,0.0050355,0.0033277,0.0016199,-70.43643848902313,-42.94703494055755,-113.38347342958068,20.72
ARG,a03ws,0.2381435,0.2367255,0.4688888888888889,0.4938888888888889,0.5355555555555556,0.0175555370663116,0.0184915550378567,0.0200515849904318,5.9783333333333335,0.0,0.0005555555555555,0.0072222222222222,0.0028413,0.0152213,0.0132408,0.0182398,0.0227174,0.0256713,0.0255653,0.0220634,0.0175126,0.0136963,0.0102936,0.0072102,0.0042915,0.0014351,0.0111622,0.0129404,0.0157135,0.0205717,0.0243864,0.0261173,0.0241634,0.0198122,0.0154147,0.0119586,0.0087659,0.0057516,0.0028537,-2.5567177717813503,0.8404275282007948,2.1355137166914275,0.0027343,0.0105242,0.014485,0.0127886,0.0133904,0.0158395,0.0184177,0.0209559,0.0232853,0.0250806,0.0258812,0.0259577,0.0253747,0.0239203,0.0219704,0.0199247,0.0176405,0.0154183,0.0135657,0.0117954,0.0101948,0.008655,0.0071646999999999,0.0058008999999999,0.0043887,0.0029224,0.0015065,-147.370708146675,-75.91976937524403,-223.29047752191903,35.72
ARG,a99SBdisp,0.237738,0.234416,0.4664075513603553,0.5224875069405885,0.4908384230982787,0.0174825174825174,0.019584582084582,0.0183982683982683,6.254858411993337,0.0,0.0,0.0005552470849528,0.0018302,0.0145885,0.0137956,0.0189367,0.0230435,0.0257150999999999,0.0253693,0.0221782999999999,0.0178632,0.0135356,0.010279,0.0072651999999999,0.0042236,0.0013764,0.0094511,0.0134044,0.0161643,0.0211622,0.0247124,0.0259797,0.0239842,0.0200489,0.0156154,0.0118393,0.0087666999999999,0.0057426,0.0027832,-1.7109699512280303,0.2601736100550226,0.0973860054791121,0.0018614999999999,0.0093677,0.014535,0.0137971,0.0144199999999999,0.016651,0.0190805,0.0213115,0.0233959,0.0245857,0.0252869,0.02558,0.0251108,0.0237865999999999,0.0217724,0.0197613,0.0175426,0.0152404,0.0133961,0.0118277,0.0103702999999999,0.0088792,0.0073871,0.0058798,0.0043775,0.0029373,0.0014636,-163.3718495537783,-78.73554683024464,-242.107396384023,35.53
ARG,C36m,0.1984039999999999,0.200062,0.2681463707258548,0.3011397720455909,0.3577284543091382,0.0108431104606502,0.0121772739401486,0.01446556645347,6.98620275944811,0.0,0.0,0.0,0.0031320999999999,0.0203131,0.0186552,0.0199081,0.0210856,0.0215040999999999,0.0207866999999999,0.0188940999999999,0.0163827,0.013752,0.0110431,0.0081061,0.0048179999999999,0.0016189999999999,0.0132006,0.0194058,0.0192467,0.0205483,0.0213952,0.0213081,0.0199849,0.0176638,0.0150919,0.0124014,0.0096197,0.0064557999999999,0.0032223,15.129293950230906,-8.9657541609792,5.203364791535799,0.0029515,0.0123992,0.0190761,0.0185166,0.0181973,0.0191407,0.0200564999999999,0.0207933,0.0213812,0.0216317,0.0216903,0.0215216,0.0209759,0.0200738,0.0190364999999999,0.0179993,0.016765,0.0152982999999999,0.0139194,0.0125723,0.0110926,0.0096379,0.0082022,0.0066451,0.0050355,0.0033277,0.0016199,-224.49214156706705,-48.280703957246544,-272.77284552431354,33.8
HIS,a03ws,0.240575,0.2367255,0.4972222222222222,0.5733333333333334,0.5438888888888889,0.0219508007750226,0.0253108674858362,0.0240109876634047,3.735,0.0011111111111111,0.0194444444444444,0.1422222222222222,0.0026662,0.0144029,0.012609,0.0181996,0.0232696,0.0262273999999999,0.0256793999999999,0.0224356,0.0177549,0.0137512,0.0103542,0.007098,0.0041717,0.0013801,0.0105574,0.0121358,0.015311,0.0209431,0.0250432,0.0264559,0.0243852,0.0199775999999999,0.0157175,0.0121031,0.008588,0.0056333,0.0027836,-4.299479588197576,1.9084501762223984,1.3888750267884111,0.0027343,0.0105242,0.014485,0.0127886,0.0133904,0.0158395,0.0184177,0.0209559,0.0232853,0.0250806,0.0258812,0.0259577,0.0253747,0.0239203,0.0219704,0.0199247,0.0176405,0.0154183,0.0135657,0.0117954,0.0101948,0.008655,0.0071646999999999,0.0058008999999999,0.0043887,0.0029224,0.0015065,-97.39005342088174,-72.38586337062421,-169.77591679150595,29.43
HIS,a99SBdisp,0.2398875,0.234416,0.4275402554136591,0.5391449194891726,0.495835646862854,0.0193205198976263,0.0243639283384352,0.02240678476439,4.8289838978345365,0.0,0.0005552470849528,0.0222098833981121,0.0017744,0.0141874999999999,0.0136481,0.0188289,0.0231654,0.0258426,0.0256291,0.0223483999999999,0.0179096,0.0138532999999999,0.0102224999999999,0.0070086,0.004165,0.0014167,0.0090301,0.0131329,0.016202,0.021168,0.0247499,0.0262726,0.024187,0.0202113,0.0157007,0.0120954,0.008485,0.0056281,0.0027908,-2.590543926127185,0.3051681466281023,-0.4592929851151273,0.0018614999999999,0.0093677,0.014535,0.0137971,0.0144199999999999,0.016651,0.0190805,0.0213115,0.0233959,0.0245857,0.0252869,0.02558,0.0251108,0.0237865999999999,0.0217724,0.0197613,0.0175426,0.0152404,0.0133961,0.0118277,0.0103702999999999,0.0088792,0.0073871,0.0058798,0.0043775,0.0029373,0.0014636,-149.00397002916085,-63.59821604377911,-212.60218607294,28.78
HIS,C36m,0.1989115,0.200062,0.2701459708058388,0.3247350529894021,0.3739252149570086,0.013018926107235,0.0156496935589561,0.0180202752187487,5.062187562487503,0.0,0.000999800039992,0.0147970405918816,0.0030557,0.0196603,0.0185171,0.0200769999999999,0.0212814,0.0216338999999999,0.0208418,0.0189405,0.0165792999999999,0.0139717,0.0111566,0.0078961,0.0047843999999999,0.001604,0.0127938,0.0189872,0.0192426,0.0208222,0.0215568,0.0213504,0.0200523,0.0177481,0.015277,0.0126707,0.0095367,0.0063219,0.0032026,14.503656727467847,-8.84996876014493,4.6876785516596,0.0029515,0.0123992,0.0190761,0.0185166,0.0181973,0.0191407,0.0200564999999999,0.0207933,0.0213812,0.0216317,0.0216903,0.0215216,0.0209759,0.0200738,0.0190364999999999,0.0179993,0.016765,0.0152982999999999,0.0139194,0.0125723,0.0110926,0.0096379,0.0082022,0.0066451,0.0050355,0.0033277,0.0016199,-139.4556581502175,-44.08655308566085,-183.54221123587837,27.29
GLY,a03ws,0.2368124999999999,0.2367255,0.1711111111111111,0.2683333333333333,0.3205555555555555,0.0129536947470244,0.020313748580561,0.0242671489254321,2.045,0.0238888888888888,0.2538888888888889,0.6988888888888889,0.0026017,0.0144926,0.0127876,0.0183289,0.0233513,0.0261603,0.0254584,0.0219041,0.0178079,0.0138053,0.0103668999999999,0.0072894,0.0041962,0.0014493,0.01053,0.0123445,0.0155071999999999,0.0210906,0.0250268,0.0261551,0.0240753999999999,0.0197928,0.0156177,0.0121065999999999,0.0088229,0.0057149,0.0028112,-3.2948662435945373,1.6755122043403847,1.4514392345985088,0.0027343,0.0105242,0.014485,0.0127886,0.0133904,0.0158395,0.0184177,0.0209559,0.0232853,0.0250806,0.0258812,0.0259577,0.0253747,0.0239203,0.0219704,0.0199247,0.0176405,0.0154183,0.0135657,0.0117954,0.0101948,0.008655,0.0071646999999999,0.0058008999999999,0.0043887,0.0029224,0.0015065,-51.06618432551623,-28.50682999584348,-79.57301432135971,17.08
GLY,a99SBdisp,0.2343925,0.234416,0.167129372570794,0.2698500832870627,0.3103831204886174,0.012699886080756,0.0205054639044766,0.0235855027214041,2.319822320932816,0.005552470849528,0.1421432537479178,0.5558023320377568,0.0017565,0.0143293,0.0137108,0.0191763,0.0235591,0.0255629,0.0248922,0.0219863,0.0177327,0.0140873,0.0103533,0.0071386,0.0043088,0.001406,0.0093488,0.0130265,0.0163445,0.0216879,0.0248765,0.0254971999999999,0.0237271,0.0199367,0.0157082,0.0122015,0.0087042,0.0057158999999999,0.0028757,-1.1690296378623986,0.2669068387837634,0.0444204242207906,0.0018614999999999,0.0093677,0.014535,0.0137971,0.0144199999999999,0.016651,0.0190805,0.0213115,0.0233959,0.0245857,0.0252869,0.02558,0.0251108,0.0237865999999999,0.0217724,0.0197613,0.0175426,0.0152404,0.0133961,0.0118277,0.0103702999999999,0.0088792,0.0073871,0.0058798,0.0043775,0.0029373,0.0014636,-73.82465152025223,-24.067204868249345,-97.89185638850158,17.1
GLY,C36m,0.1976119999999999,0.200062,0.0765846830633873,0.1327734453109378,0.1981603679264147,0.0064110075157764,0.0111146448837481,0.0165882727105338,2.540291941611678,0.00499900019996,0.0973805238952209,0.4567086582683463,0.003044,0.0195846999999999,0.0185005,0.0201315,0.0213743,0.0216486,0.0207979999999999,0.0187244,0.0165287,0.0140577,0.0111167,0.0080657,0.0047925,0.0016328,0.0127712,0.0188508999999999,0.0192813,0.0209914,0.0215396,0.0214176,0.0198578999999999,0.0175707,0.0153565,0.0126641,0.009588,0.0064537,0.0032164,14.723502185696596,-8.693411101899141,4.723206184486132,0.0029515,0.0123992,0.0190761,0.0185166,0.0181973,0.0191407,0.0200564999999999,0.0207933,0.0213812,0.0216317,0.0216903,0.0215216,0.0209759,0.0200738,0.0190364999999999,0.0179993,0.016765,0.0152982999999999,0.0139194,0.0125723,0.0110926,0.0096379,0.0082022,0.0066451,0.0050355,0.0033277,0.0016199,-67.91728929318488,-20.275420214301423,-88.19270950748633,15.86
THR,a03ws,0.238036,0.2367255,0.3527777777777778,0.4205555555555555,0.4472222222222222,0.0197015295833204,0.0234867053457851,0.024975954826099,4.333333333333333,0.0,0.0011111111111111,0.0311111111111111,0.0025622,0.0144629,0.0129460999999999,0.0182145999999999,0.0234362,0.0264889,0.0256877,0.0219195,0.0177597,0.0136244,0.0100407999999999,0.0071792,0.0042327,0.0014455,0.0104331,0.0124984,0.015341,0.0210706999999999,0.0252946,0.0265578,0.0241218,0.0198297,0.0155731999999999,0.0117026,0.0086865,0.0056798,0.0028577,-3.4856146660042,2.431023637744821,1.1459166846247044,0.0027343,0.0105242,0.014485,0.0127886,0.0133904,0.0158395,0.0184177,0.0209559,0.0232853,0.0250806,0.0258812,0.0259577,0.0253747,0.0239203,0.0219704,0.0199247,0.0176405,0.0154183,0.0135657,0.0117954,0.0101948,0.008655,0.0071646999999999,0.0058008999999999,0.0043887,0.0029224,0.0015065,-117.7060341829434,-41.63889213577382,-159.34492631871723,24.04
THR,a99SBdisp,0.239637,0.234416,0.3242642976124375,0.421987784564131,0.4669627984453081,0.0180313696430776,0.0234654810423613,0.0259664073113498,4.272071071626874,0.0,0.0022209883398112,0.0238756246529705,0.00173,0.0141290999999999,0.0135,0.0186839,0.0235627,0.0261295,0.0256647,0.0222627,0.0178117,0.0137886,0.0101634,0.0070735999999999,0.0040908,0.0014092,0.0091111,0.0129188,0.0159953,0.0213128,0.0250026,0.0264628999999999,0.0242114,0.0201064,0.0156743,0.0120066999999999,0.0085464999999999,0.0055685,0.0027318999999999,-2.8789551156629405,1.1691540890150176,-0.4224856838426908,0.0018614999999999,0.0093677,0.014535,0.0137971,0.0144199999999999,0.016651,0.0190805,0.0213115,0.0233959,0.0245857,0.0252869,0.02558,0.0251108,0.0237865999999999,0.0217724,0.0197613,0.0175426,0.0152404,0.0133961,0.0118277,0.0103702999999999,0.0088792,0.0073871,0.0058798,0.0043775,0.0029373,0.0014636,-127.44854077322408,-42.144892473962464,-169.5934332471866,23.89
THR,C36m,0.198959,0.200062,0.1645670865826834,0.2275544891021795,0.2995400919816037,0.0100359734162551,0.0138772026095969,0.0182671788305591,4.66746650669866,0.0,0.0021995600879824,0.0201959608078384,0.0030864,0.0197989,0.0184314,0.0201953,0.0212665,0.02173,0.0208069,0.0189849,0.0166243,0.0139165,0.0110313,0.0078263,0.0047366,0.0015645,0.0129392,0.0188908,0.0193682,0.0208345,0.0215865999999999,0.0214187,0.0200124,0.0178442,0.0152655999999999,0.012569,0.0094273,0.0062634,0.0031504,14.509733479146218,-8.547573924589198,4.732918363998173,0.0029515,0.0123992,0.0190761,0.0185166,0.0181973,0.0191407,0.0200564999999999,0.0207933,0.0213812,0.0216317,0.0216903,0.0215216,0.0209759,0.0200738,0.0190364999999999,0.0179993,0.016765,0.0152982999999999,0.0139194,0.0125723,0.0110926,0.0096379,0.0082022,0.0066451,0.0050355,0.0033277,0.0016199,-121.44854774359496,-28.730716235278123,-150.1792639788731,22.83
ASN,a03ws,0.236461,0.2367255,0.4416666666666666,0.5461111111111111,0.5216666666666666,0.0217397249036068,0.0268806912959063,0.0256774863955809,4.259444444444444,0.0011111111111111,0.0094444444444444,0.0716666666666666,0.0026092,0.0146755,0.0129232,0.0181552,0.0233398,0.0261928,0.0254069,0.0218853,0.0177561,0.0137139,0.0104092,0.0071044,0.0043386,0.0014896,0.0106489,0.0124309,0.0154305,0.020942,0.0251272,0.0261996,0.0239476,0.0198886,0.0156114,0.0120527999999999,0.0087487,0.0056256,0.0029475,-3.206788679421496,1.718973584530799,1.5827652092459046,0.0027343,0.0105242,0.014485,0.0127886,0.0133904,0.0158395,0.0184177,0.0209559,0.0232853,0.0250806,0.0258812,0.0259577,0.0253747,0.0239203,0.0219704,0.0199247,0.0176405,0.0154183,0.0135657,0.0117954,0.0101948,0.008655,0.0071646999999999,0.0058008999999999,0.0043887,0.0029224,0.0015065,-98.46049556356157,-53.85159783033986,-152.31209339390142,25.23
ASN,a99SBdisp,0.235194,0.234416,0.4275402554136591,0.4153248195446974,0.5235980011104941,0.0212648439657553,0.0206572769953051,0.0260425296879315,5.1143808995002775,0.0,0.0011104941699056,0.0105496946141032,0.0018495,0.0145318,0.0140686,0.0190528,0.0231274,0.0256238,0.025241,0.0217978,0.0177016,0.0137343,0.0102843999999999,0.0073024,0.0043056,0.0013789,0.0094875,0.0133494,0.0164463,0.0214101,0.0246156999999999,0.0257939999999999,0.0238425,0.0195978,0.0157689,0.0119624,0.0087266,0.0058829999999999,0.0027835,-0.8911674775467353,0.1947212269477385,0.1574191404014592,0.0018614999999999,0.0093677,0.014535,0.0137971,0.0144199999999999,0.016651,0.0190805,0.0213115,0.0233959,0.0245857,0.0252869,0.02558,0.0251108,0.0237865999999999,0.0217724,0.0197613,0.0175426,0.0152404,0.0133961,0.0118277,0.0103702999999999,0.0088792,0.0073871,0.0058798,0.0043775,0.0029373,0.0014636,-140.6743210085202,-46.87885813004611,-187.5531791385663,25.2
ASN,C36m,0.1992775,0.200062,0.2391521695660868,0.3201359728054389,0.3583283343331334,0.0128864035513031,0.0172501104394953,0.0193080561571365,5.226754649070186,0.0,0.0013997200559888,0.0147970405918816,0.0030478,0.0195458,0.0184256,0.0201397,0.0212334,0.0217352,0.0209389,0.0189166,0.0165412,0.0139812,0.0111347,0.0079855,0.0048167,0.0015577,0.0127435,0.0188651,0.0192407,0.0207526,0.0216654999999999,0.0214977,0.0200225,0.0177081,0.0153487,0.0125251,0.0096242999999999,0.0063869,0.0031993,14.31477534143474,-8.624578838438644,4.6472339601242885,0.0029515,0.0123992,0.0190761,0.0185166,0.0181973,0.0191407,0.0200564999999999,0.0207933,0.0213812,0.0216317,0.0216903,0.0215216,0.0209759,0.0200738,0.0190364999999999,0.0179993,0.016765,0.0152982999999999,0.0139194,0.0125723,0.0110926,0.0096379,0.0082022,0.0066451,0.0050355,0.0033277,0.0016199,-113.66936035999797,-38.61358847481432,-152.28294883481232,23.59
SER,a03ws,0.235645,0.2367255,0.2644444444444444,0.3461111111111111,0.415,0.0159415921497705,0.0208647309019056,0.0250175826384004,4.043888888888889,0.0005555555555555,0.0077777777777777,0.0555555555555555,0.0026769,0.0149199,0.0133464,0.0182975999999999,0.0231808999999999,0.025861,0.0252248,0.0219042,0.0174952,0.0136247,0.0104281,0.0073104,0.0043091,0.001421,0.0108138,0.0129255,0.0155185,0.0211044,0.0248508,0.0259046,0.0238239999999999,0.0197303,0.0154773999999999,0.01201,0.0087691,0.0058223,0.0028554,-2.113124004806048,1.20308080339481,1.7731855785758168,0.0027343,0.0105242,0.014485,0.0127886,0.0133904,0.0158395,0.0184177,0.0209559,0.0232853,0.0250806,0.0258812,0.0259577,0.0253747,0.0239203,0.0219704,0.0199247,0.0176405,0.0154183,0.0135657,0.0117954,0.0101948,0.008655,0.0071646999999999,0.0058008999999999,0.0043887,0.0029224,0.0015065,-116.0996027826192,-30.741947094928975,-146.84154987754818,21.37
SER,a99SBdisp,0.2362095,0.234416,0.2692948362021099,0.368128817323709,0.4114380899500278,0.0161086754351003,0.022020725388601,0.0246113989637305,3.820099944475292,0.0005552470849528,0.0066629650194336,0.0927262631871182,0.0018027,0.0144005,0.0140384,0.0189168,0.023132,0.0256788,0.0254613,0.0217806,0.0177386,0.0138036999999999,0.010289,0.0072771,0.0042644,0.001416,0.0092548,0.0133940999999999,0.0163946,0.0212705,0.0247909,0.0258472,0.0239136,0.0197302,0.0156759,0.0120263,0.0088068,0.0056647999999999,0.0028427,-1.245641459179605,0.144610626761284,-0.10044932466321,0.0018614999999999,0.0093677,0.014535,0.0137971,0.0144199999999999,0.016651,0.0190805,0.0213115,0.0233959,0.0245857,0.0252869,0.02558,0.0251108,0.0237865999999999,0.0217724,0.0197613,0.0175426,0.0152404,0.0133961,0.0118277,0.0103702999999999,0.0088792,0.0073871,0.0058798,0.0043775,0.0029373,0.0014636,-107.48538182148012,-36.02832570372399,-143.5137075252041,21.77
SER,C36m,0.1985225,0.200062,0.1355728854229154,0.1849630073985202,0.2479504099180164,0.00899132695011,0.0122669283611383,0.0164443147760125,4.547690461907618,0.0,0.0011997600479904,0.0251949610077984,0.0031196,0.0198221,0.018614,0.0201138,0.0212848,0.0216775999999999,0.020823,0.0188815,0.016401,0.0139353,0.0110981,0.0079337,0.0047037,0.0015919,0.01291,0.019121,0.0193040999999999,0.0208217,0.0215435,0.0215406,0.0199403,0.0176786,0.0151865999999999,0.0125378,0.0094865,0.0063706,0.0031231,14.83051446019802,-8.60789875344158,4.743067392586514,0.0029515,0.0123992,0.0190761,0.0185166,0.0181973,0.0191407,0.0200564999999999,0.0207933,0.0213812,0.0216317,0.0216903,0.0215216,0.0209759,0.0200738,0.0190364999999999,0.0179993,0.016765,0.0152982999999999,0.0139194,0.0125723,0.0110926,0.0096379,0.0082022,0.0066451,0.0050355,0.0033277,0.0016199,-112.12624562145676,-23.44936768273622,-135.57561330419298,19.89
LYS,a03ws,0.2371285,0.2367255,0.3038888888888889,0.3761111111111111,0.3755555555555555,0.0131613772527128,0.0162893096893722,0.0162652486706287,4.280555555555556,0.0,0.0044444444444444,0.0461111111111111,0.0029024,0.0153864,0.0134494,0.0182281,0.0227975,0.0255961,0.0254007,0.022025,0.0172572,0.0135647,0.0102358,0.0072733,0.0043926999999999,0.001491,0.0112965,0.0131247999999999,0.0158129,0.0206063,0.024519,0.0259159,0.0240287,0.019673,0.0152753,0.0118244,0.0087454,0.0058364,0.0029138999999999,-1.842944197520621,1.0018128360084535,2.269027593927121,0.0027343,0.0105242,0.014485,0.0127886,0.0133904,0.0158395,0.0184177,0.0209559,0.0232853,0.0250806,0.0258812,0.0259577,0.0253747,0.0239203,0.0219704,0.0199247,0.0176405,0.0154183,0.0135657,0.0117954,0.0101948,0.008655,0.0071646999999999,0.0058008999999999,0.0043887,0.0029224,0.0015065,-151.2159420002997,-63.795228249017526,-215.0111702493172,32.51
LYS,a99SBdisp,0.2328575,0.234416,0.2631871182676291,0.3514714047751249,0.3808995002776235,0.011490909090909,0.0153454545454545,0.016630303030303,4.8289838978345365,0.0,0.0011104941699056,0.0127706829539144,0.0018886,0.0151945999999999,0.0145431,0.0189028,0.0228839,0.025439,0.0250913,0.0214801999999999,0.0175456,0.013565,0.010483,0.0072788,0.0042999,0.0014044,0.0098478,0.0140221,0.01662,0.0210159,0.0244766,0.0256739,0.0235596,0.0194649,0.0155284,0.0119754,0.0088226,0.0057978,0.0028395,0.2903695126638452,-0.3672459762134727,0.5982254101423625,0.0018614999999999,0.0093677,0.014535,0.0137971,0.0144199999999999,0.016651,0.0190805,0.0213115,0.0233959,0.0245857,0.0252869,0.02558,0.0251108,0.0237865999999999,0.0217724,0.0197613,0.0175426,0.0152404,0.0133961,0.0118277,0.0103702999999999,0.0088792,0.0073871,0.0058798,0.0043775,0.0029373,0.0014636,-185.9832074705814,-57.449408024169216,-243.43261549475065,32.15
